,시도코드,일시,시도,PM10,PM25,PM10등급,PM25등급
352,42,20161218,강원,53.52719665,45.33333333,2,2
353,42,20161219,강원,42.30869565,32.71052632,2,2
354,42,20161220,강원,43.88412017,37.2238806,2,2
355,42,20161221,강원,43.0944206,32.57042254,2,2
356,42,20161222,강원,13.92468619,12.31,1,1
357,42,20161223,강원,40.56666667,31.46323529,2,2
358,42,20161224,강원,52.42083333,41.37593985,2,2
359,42,20161225,강원,42.65690377,38.95348837,2,2
360,42,20161226,강원,33.49166667,29.32330827,2,2
361,42,20161227,강원,29.69198312,27.5754717,1,2
362,42,20161228,강원,37.72961373,29.33613445,2,2
363,42,20161229,강원,41.72881356,24.34057971,2,2
364,42,20161230,강원,35.92405063,22.86013986,2,2
365,42,20161231,강원,50.05,40.97058824,2,2
366,41,20160101,경기,76.45104167,49.38810198,2,2
367,41,20160102,경기,58.03230849,35.29444444,2,2
368,41,20160103,경기,97.95240586,57.95530726,3,3
369,41,20160104,경기,84.81381543,48.95774648,3,2
370,41,20160105,경기,39.04414083,17.715083800000002,2,2
371,41,20160106,경기,66.74054342,34.51685393,2,2
372,41,20160107,경기,49.48449198,25.63714286,2,2
373,41,20160108,경기,45.06402116,22.75423729,2,2
374,41,20160109,경기,46.16159496,23.83611111,2,2
375,41,20160110,경기,40.43113456,22.24444444,2,2
376,41,20160111,경기,46.71957105,23.04519774,2,2
377,41,20160112,경기,54.68421053,25.80779944,2,2
378,41,20160113,경기,43.73673148,23.49444444,2,2
379,41,20160114,경기,50.45185185,25.48863636,2,2
380,41,20160115,경기,62.59135867,37.86158192,2,2
381,41,20160116,경기,84.65646082,54.34444444,3,3
382,41,20160117,경기,82.15149921,54.26183844,3,3
383,41,20160118,경기,59.07771182,32.16573034,2,2
384,41,20160119,경기,34.55690842,13.47887324,2,1
385,41,20160120,경기,45.83733055,26.12256267,2,2
386,41,20160121,경기,59.37893082,33.53025937,2,2
387,41,20160122,경기,54.3914405,28.72881356,2,2
388,41,20160123,경기,36.31446541,14.95555556,2,1
389,41,20160124,경기,42.5096808,21.27094972,2,2
390,41,20160125,경기,60.1028481,21.37921348,2,2
391,41,20160126,경기,86.52102182,40.39606742,3,2
392,41,20160127,경기,76.43294615,40.83146067,2,2
393,41,20160128,경기,70.787814,38.16056338,2,2
394,41,20160129,경기,54.63113898,29.33983287,2,2
395,41,20160130,경기,42.93694633,26.21629213,2,2
396,41,20160131,경기,44.72181628,23.34166667,2,2
397,41,20160201,경기,45.95070792,21.45576408,2,2
398,41,20160202,경기,55.36339523,28.60846561,2,2
399,41,20160203,경기,67.39742903,38.532608700000004,2,2
400,41,20160204,경기,68.48837209,39.37228261,2,2
401,41,20160205,경기,55.84683743,26.65263158,2,2
402,41,20160206,경기,57.42413066,28.02083333,2,2
403,41,20160207,경기,52.72342676,28.421875,2,2
