,일시,기상번호,시도코드,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr),PM10,PM25,PM10등급,PM25등급
93,20160403,3684866285.352941,36.64705882352941,12.190665608900902,9.432458423929011,15.571518971224851,1.7406885271591153,158.01701239936534,1006.6432519441345,0.0,7.442220622514739,4.094305449452508,55.90315412411765,39.44505456411764,2.1176470588235294,2.235294117647059
94,20160404,3684866286.352941,36.64705882352941,11.690684021860491,8.104875712522771,16.12700926524456,2.0844471215059452,192.7195647489765,1003.2257908757907,0.0,1.4947098979451918,2.0027514642220527,27.902656115882355,15.137418291647059,1.411764705882353,1.2941176470588236
95,20160405,3684866287.352941,36.64705882352941,12.173092006033182,5.944615972263031,19.24788926759515,2.0529922038745565,221.95616148557323,1005.8019335566396,0.0,0.0,0.0,45.413365595294124,20.875815890588235,1.9411764705882353,1.9411764705882353
96,20160406,3684866288.352941,36.64705882352941,13.260350237997299,6.473283187400834,21.250566982037572,2.095345928581223,118.69911461087929,1005.3004063583476,0.0,12.769497365379717,3.034134101192925,61.553831462941176,32.64336480235295,2.0588235294117645,2.0
97,20160407,3684866289.352941,36.64705882352941,12.894935064935064,9.480490685784803,18.056715049656223,2.2765008520890877,233.89976689976686,998.4828211984095,0.0,21.66195921725333,5.357670035846506,27.72225840294118,17.009287513411763,1.2941176470588236,1.588235294117647
98,20160408,3684866290.352941,36.64705882352941,13.774810483634013,8.42343715108421,21.070544357603175,2.1329645844351726,242.89579048402575,1004.7603884350945,0.0,0.0,0.005637254901960784,64.78743626647058,30.596369194117642,2.1176470588235294,2.0
99,20160409,3684866291.352941,36.64705882352941,14.79465416936005,8.834431940608411,21.395878729114024,1.8910486572251282,231.59335762276936,1003.5616683316684,0.0,0.014901960784313724,0.029411764705882353,112.38304440882354,47.44710376235294,3.0,2.3529411764705883
100,20160410,3684866292.352941,36.64705882352941,14.11362715715657,9.093515993810112,21.15536894478071,2.1703035200094023,187.90788623141566,1003.0334287281345,0.0,0.16609566903684553,0.14780112044817928,113.50498974764707,51.53513859294118,2.9411764705882355,2.588235294117647
101,20160411,3684866293.352941,36.64705882352941,11.397438345967757,7.286480676186558,16.725565219094634,2.631448061742179,143.60130066012417,1009.2372063230886,0.0,0.0740142210730446,0.30093729799612157,55.23438787647059,27.705030776470586,2.1176470588235294,2.1176470588235294
102,20160412,3684866294.352941,36.64705882352941,13.10222013280837,6.90559048794343,19.278161250514188,2.298810013515896,147.85730935730936,1005.3695506454332,0.0,0.3737267634326457,0.4064368474662593,47.84046638764705,24.930054039999998,2.0,2.0
103,20160413,3684866295.352941,36.64705882352941,14.406362265185795,11.389992262639323,18.553025601849136,1.5656675677263914,189.85686862157445,996.8531293216586,0.0,14.920146128381422,5.310860355330943,36.80633583235294,21.96609421941177,1.7647058823529411,1.8823529411764706
104,20160414,3684866296.352941,36.64705882352941,14.920174335468454,10.144476210064445,21.10559656030244,2.233952811893989,262.6205559146735,1001.6999893244011,0.0,0.0,0.0,51.703985497058824,27.690908408235295,2.0,2.0
105,20160415,3684866297.352941,36.64705882352941,14.264067599067598,7.29233580145345,21.69931979784921,2.2391669115198525,197.6441793500617,1008.962619439384,0.0,0.0,0.0,50.43202771882353,27.11038500470588,2.0,2.0
106,20160416,3684866298.352941,36.64705882352941,14.698912655971482,8.481911519852696,20.393517658811774,2.9320877162053636,136.80082662435606,998.0401178233532,0.0,28.56398611192729,4.957726547961843,47.74200846294118,25.155351148823527,2.0,2.0
107,20160417,3684866299.352941,36.64705882352941,13.046404281992515,10.1614319014319,17.214959942018766,5.197062643239114,268.6774989716166,995.6325036727978,0.0,10.589401187048246,2.2719658282893573,40.10128930235295,16.069201143705882,1.8823529411764706,1.5294117647058822
108,20160418,3684866300.352941,36.64705882352941,12.886407024348202,8.638688860159448,18.597102015631425,3.091061193708253,246.45371295371297,1004.8547864880217,0.0,1.116563338622162,0.5938799142034435,52.02145913,21.925960052352945,2.0,2.0
